adjustment_set,adjustment_label,tier,hypothesis_id,window,scenario,reference,comparator,contrast,contrast_direction,expected_direction,mediator_block_id,mediator_block,mediators_in_block,n_mediators,n_patterns,effect,n_subjects,n_pseudo_rows,interval_method,rd,ci_low,ci_high,rd_ci,within_variance,between_variance,total_variance,rubin_df,m_imputations,percent_mediated,percent_mediated_display,interpretation_flag
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-EC,0-5 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Improving SES","Rising Maternal Absence, Low SES","Rising Maternal Absence, Low SES vs Low Maternal Absence, Improving SES",Comparator minus reference,higher,base_pathway_block,Base pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse,3,8,Total indirect effect,1364,9229,"Rubin pooled over 20 imputations; cluster-robust coefficient simulation, 120 sequential joint-block draws",7.924684798163769e-4,-0.003584185424846894,0.005169122384479648,"0.001 (-0.004, 0.005)",4.968225933274124e-6,1.7312775937498212e-8,4.986404348008497e-6,1429606.6877394654,20,-,-,positive; interval includes 0
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-EC,0-5 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Improving SES","Rising Maternal Absence, Low SES","Rising Maternal Absence, Low SES vs Low Maternal Absence, Improving SES",Comparator minus reference,higher,expanded_pathway_block,Expanded pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse; Alcohol use; Lack of government grant receipt; Low social support; School disengagement,7,128,Block direct effect,1364,9229,Rubin pooled over 20 imputations; Point estimate only; interval simulation not run for this block,-0.003859584517741524,-,-,-0.004,-,2.355737383813534e-6,-,-,20,-,-,negative; interval unavailable
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-EC,0-5 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Improving SES","Rising Maternal Absence, Low SES","Rising Maternal Absence, Low SES vs Low Maternal Absence, Improving SES",Comparator minus reference,higher,expanded_pathway_block,Expanded pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse; Alcohol use; Lack of government grant receipt; Low social support; School disengagement,7,128,Total effect,1364,9229,Rubin pooled over 20 imputations; Point estimate only; interval simulation not run for this block,-0.0025583395655514644,-,-,-0.003,-,2.4535929127936434e-6,-,-,20,-,-,negative; interval unavailable
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-EC,0-5 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Improving SES","Rising Maternal Absence, Low SES","Rising Maternal Absence, Low SES vs Low Maternal Absence, Improving SES",Comparator minus reference,higher,expanded_pathway_block,Expanded pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse; Alcohol use; Lack of government grant receipt; Low social support; School disengagement,7,128,Total indirect effect,1364,9229,Rubin pooled over 20 imputations; Point estimate only; interval simulation not run for this block,0.001301244952190055,-,-,0.001,-,3.316552913651606e-8,-,-,20,-,-,positive; interval unavailable
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","Decreasing Maternal Absence, Low SES","Decreasing Maternal Absence, Low SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,base_pathway_block,Base pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse,3,8,Block direct effect,1364,9229,"Rubin pooled over 20 imputations; cluster-robust coefficient simulation, 120 sequential joint-block draws",0.009279332421646547,-0.025387832649367857,0.04394649749266095,"0.009 (-0.025, 0.044)",3.1069770499997227e-4,2.0509667256446885e-6,3.128512200618992e-4,400989.9422896647,20,-,-,positive; interval includes 0
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","Decreasing Maternal Absence, Low SES","Decreasing Maternal Absence, Low SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,base_pathway_block,Base pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse,3,8,Total effect,1364,9229,"Rubin pooled over 20 imputations; cluster-robust coefficient simulation, 120 sequential joint-block draws",0.015358186894235713,-0.02458323011363819,0.05529960390210961,"0.015 (-0.025, 0.055)",4.1268007152689553e-4,2.48300534095444e-6,4.152872271348977e-4,482077.478832313,20,-,-,positive; interval includes 0
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","Decreasing Maternal Absence, Low SES","Decreasing Maternal Absence, Low SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,base_pathway_block,Base pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse,3,8,Total indirect effect,1364,9229,"Rubin pooled over 20 imputations; cluster-robust coefficient simulation, 120 sequential joint-block draws",0.0060788544725891595,-0.004039284359563818,0.016196993304742138,"0.006 (-0.004, 0.016)",2.659627799880828e-5,5.1610546716167355e-8,2.6650469072860256e-5,4595235.765148532,20,0.39580547589707327,39.6%,positive; interval includes 0
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","Decreasing Maternal Absence, Low SES","Decreasing Maternal Absence, Low SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,expanded_pathway_block,Expanded pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse; Alcohol use; Lack of government grant receipt; Low social support; School disengagement,7,128,Block direct effect,1364,9229,Rubin pooled over 20 imputations; Point estimate only; interval simulation not run for this block,0.008909377155631197,-,-,0.009,-,2.2911104250242395e-6,-,-,20,-,-,positive; interval unavailable
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","Decreasing Maternal Absence, Low SES","Decreasing Maternal Absence, Low SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,expanded_pathway_block,Expanded pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse; Alcohol use; Lack of government grant receipt; Low social support; School disengagement,7,128,Total effect,1364,9229,Rubin pooled over 20 imputations; Point estimate only; interval simulation not run for this block,0.01500031372372098,-,-,0.015,-,2.9027625474382855e-6,-,-,20,-,-,positive; interval unavailable
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","Decreasing Maternal Absence, Low SES","Decreasing Maternal Absence, Low SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,expanded_pathway_block,Expanded pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse; Alcohol use; Lack of government grant receipt; Low social support; School disengagement,7,128,Total indirect effect,1364,9229,Rubin pooled over 20 imputations; Point estimate only; interval simulation not run for this block,0.006090936568089777,-,-,0.006,-,8.881587897527247e-8,-,-,20,0.4060539452890095,40.6%,positive; interval unavailable
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","High Maternal Absence, Improving SES","High Maternal Absence, Improving SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,base_pathway_block,Base pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse,3,8,Block direct effect,1364,9229,"Rubin pooled over 20 imputations; cluster-robust coefficient simulation, 120 sequential joint-block draws",0.023506335328946262,-0.013608312177992715,0.06062098283588524,"0.024 (-0.014, 0.061)",3.5661925710989665e-4,1.872699127127832e-6,3.585855911933809e-4,631865.5181514627,20,-,-,positive; interval includes 0
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","High Maternal Absence, Improving SES","High Maternal Absence, Improving SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,base_pathway_block,Base pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse,3,8,Total effect,1364,9229,"Rubin pooled over 20 imputations; cluster-robust coefficient simulation, 120 sequential joint-block draws",0.0218682600821999,-0.014676797223447828,0.05841331738784763,"0.022 (-0.015, 0.058)",3.459520728124193e-4,1.6304435677391252e-6,3.476640385585454e-4,783579.3832381585,20,-,-,positive; interval includes 0
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","High Maternal Absence, Improving SES","High Maternal Absence, Improving SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,base_pathway_block,Base pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse,3,8,Total indirect effect,1364,9229,"Rubin pooled over 20 imputations; cluster-robust coefficient simulation, 120 sequential joint-block draws",-0.0016380752467463535,-0.008314851273526255,0.005038700780033549,"-0.002 (-0.008, 0.005)",1.1564230262544678e-5,3.861490158683667e-8,1.1604775909210857e-5,1556462.477007698,20,-,-,negative; interval includes 0
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","High Maternal Absence, Improving SES","High Maternal Absence, Improving SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,expanded_pathway_block,Expanded pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse; Alcohol use; Lack of government grant receipt; Low social support; School disengagement,7,128,Block direct effect,1364,9229,Rubin pooled over 20 imputations; Point estimate only; interval simulation not run for this block,0.02128154618222268,-,-,0.021,-,2.130422094168777e-6,-,-,20,-,-,positive; interval unavailable
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","High Maternal Absence, Improving SES","High Maternal Absence, Improving SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,expanded_pathway_block,Expanded pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse; Alcohol use; Lack of government grant receipt; Low social support; School disengagement,7,128,Total effect,1364,9229,Rubin pooled over 20 imputations; Point estimate only; interval simulation not run for this block,0.019643162790533786,-,-,0.020,-,1.9061110935501358e-6,-,-,20,-,-,positive; interval unavailable
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","High Maternal Absence, Improving SES","High Maternal Absence, Improving SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,expanded_pathway_block,Expanded pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse; Alcohol use; Lack of government grant receipt; Low social support; School disengagement,7,128,Total indirect effect,1364,9229,Rubin pooled over 20 imputations; Point estimate only; interval simulation not run for this block,-0.0016383833916888844,-,-,-0.002,-,5.341282716764304e-8,-,-,20,-,-,negative; interval unavailable
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","High Maternal Absence, Low SES","High Maternal Absence, Low SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,base_pathway_block,Base pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse,3,8,Block direct effect,1364,9229,"Rubin pooled over 20 imputations; cluster-robust coefficient simulation, 120 sequential joint-block draws",0.050672491896137026,-0.004171453849517198,0.10551643764179125,"0.051 (-0.004, 0.106)",7.79685033523307e-4,3.154450981240044e-6,7.82997207053609e-4,1061812.5706293092,20,-,-,positive; interval includes 0
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","High Maternal Absence, Low SES","High Maternal Absence, Low SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,base_pathway_block,Base pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse,3,8,Total effect,1364,9229,"Rubin pooled over 20 imputations; cluster-robust coefficient simulation, 120 sequential joint-block draws",0.06733001149861127,0.0032205067436675144,0.13143951625355504,"0.067 (0.003, 0.131)",0.001066377499507347,3.366189807561114e-6,0.001069911998805286,1740980.543307612,20,-,-,positive; interval excludes 0
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","High Maternal Absence, Low SES","High Maternal Absence, Low SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,base_pathway_block,Base pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse,3,8,Total indirect effect,1364,9229,"Rubin pooled over 20 imputations; cluster-robust coefficient simulation, 120 sequential joint-block draws",0.016657519602474243,-0.0026301989832055866,0.03594523818815407,"0.017 (-0.003, 0.036)",9.677525504486895e-5,6.394107153677633e-8,9.684239316998257e-5,39531765.384239666,20,0.24740111031791248,24.7%,positive; interval includes 0
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","High Maternal Absence, Low SES","High Maternal Absence, Low SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,expanded_pathway_block,Expanded pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse; Alcohol use; Lack of government grant receipt; Low social support; School disengagement,7,128,Block direct effect,1364,9229,Rubin pooled over 20 imputations; Point estimate only; interval simulation not run for this block,0.05067123968625338,-,-,0.051,-,3.146255637735855e-6,-,-,20,-,-,positive; interval unavailable
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","High Maternal Absence, Low SES","High Maternal Absence, Low SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,expanded_pathway_block,Expanded pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse; Alcohol use; Lack of government grant receipt; Low social support; School disengagement,7,128,Total effect,1364,9229,Rubin pooled over 20 imputations; Point estimate only; interval simulation not run for this block,0.06925426773944895,-,-,0.069,-,3.326110864361438e-6,-,-,20,-,-,positive; interval unavailable
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","High Maternal Absence, Low SES","High Maternal Absence, Low SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,expanded_pathway_block,Expanded pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse; Alcohol use; Lack of government grant receipt; Low social support; School disengagement,7,128,Total indirect effect,1364,9229,Rubin pooled over 20 imputations; Point estimate only; interval simulation not run for this block,0.018583028053195564,-,-,0.019,-,9.80712636622017e-8,-,-,20,0.2683304388273852,26.8%,positive; interval unavailable
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","Low Maternal Absence, Improving SES","Low Maternal Absence, Improving SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,base_pathway_block,Base pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse,3,8,Block direct effect,1364,9229,"Rubin pooled over 20 imputations; cluster-robust coefficient simulation, 120 sequential joint-block draws",0.005329536306427243,-0.015365240139027996,0.026024312751882484,"0.005 (-0.015, 0.026)",1.1082622699041945e-4,6.290936992724862e-7,1.1148677537465556e-4,541241.4391638666,20,-,-,positive; interval includes 0
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","Low Maternal Absence, Improving SES","Low Maternal Absence, Improving SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,base_pathway_block,Base pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse,3,8,Total effect,1364,9229,"Rubin pooled over 20 imputations; cluster-robust coefficient simulation, 120 sequential joint-block draws",0.006093691192125969,-0.015114814470811793,0.027302196855063732,"0.006 (-0.015, 0.027)",1.1643336882752206e-4,6.259811750306492e-7,1.1709064906130425e-4,602971.6365638528,20,-,-,positive; interval includes 0
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","Low Maternal Absence, Improving SES","Low Maternal Absence, Improving SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,base_pathway_block,Base pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse,3,8,Total indirect effect,1364,9229,"Rubin pooled over 20 imputations; cluster-robust coefficient simulation, 120 sequential joint-block draws",7.641548856987254e-4,-0.0024518560928130377,0.003980165864210489,"0.001 (-0.002, 0.004)",2.6831378577496676e-6,8.816844695466354e-9,2.692395544679907e-6,Inf,20,-,-,positive; interval includes 0
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","Low Maternal Absence, Improving SES","Low Maternal Absence, Improving SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,expanded_pathway_block,Expanded pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse; Alcohol use; Lack of government grant receipt; Low social support; School disengagement,7,128,Block direct effect,1364,9229,Rubin pooled over 20 imputations; Point estimate only; interval simulation not run for this block,0.005218380962878435,-,-,0.005,-,6.608341312681232e-7,-,-,20,-,-,positive; interval unavailable
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","Low Maternal Absence, Improving SES","Low Maternal Absence, Improving SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,expanded_pathway_block,Expanded pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse; Alcohol use; Lack of government grant receipt; Low social support; School disengagement,7,128,Total effect,1364,9229,Rubin pooled over 20 imputations; Point estimate only; interval simulation not run for this block,0.005677815846441801,-,-,0.006,-,6.11620373475356e-7,-,-,20,-,-,positive; interval unavailable
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","Low Maternal Absence, Improving SES","Low Maternal Absence, Improving SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,expanded_pathway_block,Expanded pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse; Alcohol use; Lack of government grant receipt; Low social support; School disengagement,7,128,Total indirect effect,1364,9229,Rubin pooled over 20 imputations; Point estimate only; interval simulation not run for this block,4.5943488356336716e-4,-,-,0.000,-,1.2083422064252115e-8,-,-,20,-,-,positive; interval unavailable
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","Low Maternal Absence, Low SES","Low Maternal Absence, Low SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,base_pathway_block,Base pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse,3,8,Block direct effect,1364,9229,"Rubin pooled over 20 imputations; cluster-robust coefficient simulation, 120 sequential joint-block draws",0.003845001789980429,-0.027116533334005405,0.03480653691396626,"0.004 (-0.027, 0.035)",2.476895480132024e-4,1.765380704541859e-6,2.4954319775297135e-4,344341.7829900342,20,-,-,positive; interval includes 0
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","Low Maternal Absence, Low SES","Low Maternal Absence, Low SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,base_pathway_block,Base pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse,3,8,Total effect,1364,9229,"Rubin pooled over 20 imputations; cluster-robust coefficient simulation, 120 sequential joint-block draws",0.005360501584332333,-0.026769078624874553,0.037490081793539215,"0.005 (-0.027, 0.037)",2.66710720801329e-4,1.919972837971364e-6,2.6872669228119895e-4,337603.1159256471,20,-,-,positive; interval includes 0
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","Low Maternal Absence, Low SES","Low Maternal Absence, Low SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,base_pathway_block,Base pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse,3,8,Total indirect effect,1364,9229,"Rubin pooled over 20 imputations; cluster-robust coefficient simulation, 120 sequential joint-block draws",0.001515499794351897,-0.003204441469376317,0.006235441058080111,"0.002 (-0.003, 0.006)",5.758666822157609e-6,3.868194416359561e-8,5.7992828635293845e-6,387353.06780219317,20,-,-,positive; interval includes 0
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","Low Maternal Absence, Low SES","Low Maternal Absence, Low SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,expanded_pathway_block,Expanded pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse; Alcohol use; Lack of government grant receipt; Low social support; School disengagement,7,128,Block direct effect,1364,9229,Rubin pooled over 20 imputations; Point estimate only; interval simulation not run for this block,0.0034484326796563923,-,-,0.003,-,1.852991259958752e-6,-,-,20,-,-,positive; interval unavailable
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","Low Maternal Absence, Low SES","Low Maternal Absence, Low SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,expanded_pathway_block,Expanded pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse; Alcohol use; Lack of government grant receipt; Low social support; School disengagement,7,128,Total effect,1364,9229,Rubin pooled over 20 imputations; Point estimate only; interval simulation not run for this block,0.005390828106542788,-,-,0.005,-,2.0349043571205106e-6,-,-,20,-,-,positive; interval unavailable
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","Low Maternal Absence, Low SES","Low Maternal Absence, Low SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,expanded_pathway_block,Expanded pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse; Alcohol use; Lack of government grant receipt; Low social support; School disengagement,7,128,Total indirect effect,1364,9229,Rubin pooled over 20 imputations; Point estimate only; interval simulation not run for this block,0.001942395426886389,-,-,0.002,-,4.6728726078130656e-8,-,-,20,-,-,positive; interval unavailable
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","Rising Maternal Absence, Improving SES","Rising Maternal Absence, Improving SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,base_pathway_block,Base pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse,3,8,Block direct effect,1364,9229,"Rubin pooled over 20 imputations; cluster-robust coefficient simulation, 120 sequential joint-block draws",0.042562950687141214,-0.010515446010728027,0.09564134738501046,"0.043 (-0.011, 0.096)",7.30712828644796e-4,2.55561387424998e-6,7.333962232127585e-4,1419259.6853747373,20,-,-,positive; interval includes 0
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","Rising Maternal Absence, Improving SES","Rising Maternal Absence, Improving SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,base_pathway_block,Base pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse,3,8,Total effect,1364,9229,"Rubin pooled over 20 imputations; cluster-robust coefficient simulation, 120 sequential joint-block draws",0.04298651919954502,-0.011253732509938809,0.09722677090902884,"0.043 (-0.011, 0.097)",7.635737740426478e-4,2.172877257191524e-6,7.658552951626989e-4,2140908.23678116,20,-,-,positive; interval includes 0
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","Rising Maternal Absence, Improving SES","Rising Maternal Absence, Improving SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,base_pathway_block,Base pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse,3,8,Total indirect effect,1364,9229,"Rubin pooled over 20 imputations; cluster-robust coefficient simulation, 120 sequential joint-block draws",4.235685124038046e-4,-0.010860193832138005,0.011707330856945614,"0.000 (-0.011, 0.012)",3.30152368305077e-5,1.2306172074515557e-7,3.3144451637290114e-5,1250117.1474006476,20,0.009853519668284464,1.0%,positive; interval includes 0
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","Rising Maternal Absence, Improving SES","Rising Maternal Absence, Improving SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,expanded_pathway_block,Expanded pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse; Alcohol use; Lack of government grant receipt; Low social support; School disengagement,7,128,Block direct effect,1364,9229,Rubin pooled over 20 imputations; Point estimate only; interval simulation not run for this block,0.04201835435638645,-,-,0.042,-,2.605702515855451e-6,-,-,20,-,-,positive; interval unavailable
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","Rising Maternal Absence, Improving SES","Rising Maternal Absence, Improving SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,expanded_pathway_block,Expanded pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse; Alcohol use; Lack of government grant receipt; Low social support; School disengagement,7,128,Total effect,1364,9229,Rubin pooled over 20 imputations; Point estimate only; interval simulation not run for this block,0.04192651298378528,-,-,0.042,-,2.3522348663311354e-6,-,-,20,-,-,positive; interval unavailable
fixed_context,Fixed-context-adjusted decomposition with imputed maternal baseline,Primary,TE-JMAES-H1-MLC,6-12 years,Stricter restricted (>=3 complete occasions),"Low Maternal Absence, Higher SES","Rising Maternal Absence, Improving SES","Rising Maternal Absence, Improving SES vs Low Maternal Absence, Higher SES",Comparator minus reference,higher,expanded_pathway_block,Expanded pathway block,Food insecurity; Violence exposure; Ever had sexual intercourse; Alcohol use; Lack of government grant receipt; Low social support; School disengagement,7,128,Total indirect effect,1364,9229,Rubin pooled over 20 imputations; Point estimate only; interval simulation not run for this block,-9.184137260116428e-5,-,-,-0.000,-,1.8115259675485104e-7,-,-,20,-,-,negative; interval unavailable
